last_updated,location_name,country,latitude,longitude,temperature_celsius,feels_like_celsius,humidity,pressure_mb,wind_kph,precip_mm,cloud,uv_index,year,month,dayofyear,dow,sin_doy,cos_doy
2024-08-21 21:15:00+00:00,Tokyo,Japan,35.69,139.69,27.1,29.8,89,1013.0,13.0,0.05,75,1.0,2024,8,234,2,-0.7731383255706026,-0.6342374393978054
2024-08-22 13:00:00+00:00,London,United Kingdom,51.52,-0.11,19.3,19.3,78,1005.0,29.9,0.0,75,4.0,2024,8,235,3,-0.7839338166829201,-0.620844401650647
2024-08-22 21:00:00+00:00,Tokyo,Japan,35.69,139.69,28.1,32.2,84,1013.0,20.2,0.05,75,1.0,2024,8,235,3,-0.7839338166829201,-0.620844401650647
2024-08-23 13:15:00+00:00,London,United Kingdom,51.52,-0.11,21.2,21.2,46,1005.0,25.9,0.0,25,6.0,2024,8,236,4,-0.7944973291665992,-0.6072676460566135
2024-08-23 21:15:00+00:00,Tokyo,Japan,35.69,139.69,29.0,33.8,79,1012.0,28.1,0.0,75,1.0,2024,8,236,4,-0.7944973291665992,-0.6072676460566135
2024-08-24 13:00:00+00:00,London,United Kingdom,51.52,-0.11,16.3,16.3,100,1001.0,11.2,0.025,75,4.0,2024,8,237,5,-0.8048257371083452,-0.593511190196115
2024-08-24 21:00:00+00:00,Tokyo,Japan,35.69,139.69,29.1,33.5,79,1012.0,20.2,0.05,75,1.0,2024,8,237,5,-0.8048257371083452,-0.593511190196115
2024-08-25 13:00:00+00:00,London,United Kingdom,51.52,-0.11,18.2,18.2,60,1019.0,20.2,0.0,25,5.0,2024,8,238,6,-0.8149159841660791,-0.5795791048257612
2024-08-25 21:00:00+00:00,Tokyo,Japan,35.69,139.69,28.3,32.0,84,1012.0,24.1,0.0,50,1.0,2024,8,238,6,-0.8149159841660791,-0.5795791048257612
2024-08-26 13:15:00+00:00,London,United Kingdom,51.52,-0.11,21.3,21.3,53,1019.0,22.0,0.0,50,6.0,2024,8,239,0,-0.8247650844733614,-0.5654755126737576
2024-08-26 21:15:00+00:00,Tokyo,Japan,35.69,139.69,29.4,34.2,84,1013.0,22.0,0.0,50,1.0,2024,8,239,0,-0.8247650844733614,-0.5654755126737576
2024-08-27 13:30:00+00:00,London,United Kingdom,51.52,-0.11,23.1,25.2,53,1017.0,22.0,0.0,75,1.0,2024,8,240,1,-0.8343701235229537,-0.5512045872199277
2024-08-27 21:15:00+00:00,Tokyo,Japan,35.69,139.69,28.0,31.4,79,1011.0,25.9,0.0,25,1.0,2024,8,240,1,-0.8343701235229537,-0.5512045872199277
2024-08-28 13:30:00+00:00,London,United Kingdom,51.52,-0.11,28.1,27.5,48,1012.0,16.9,0.0,0,7.0,2024,8,241,2,-0.8437282590292712,-0.5367705514607104
2024-08-28 21:30:00+00:00,Tokyo,Japan,35.69,139.69,28.4,31.9,79,1012.0,16.9,0.01,25,1.0,2024,8,241,2,-0.8437282590292712,-0.5367705514607104
2024-08-29 13:00:00+00:00,London,United Kingdom,51.52,-0.11,21.2,21.2,49,1018.0,20.2,0.0,25,6.0,2024,8,242,3,-0.8528367217694595,-0.522177676659508
2024-08-29 21:00:00+00:00,Tokyo,Japan,35.69,139.69,28.2,31.9,94,1010.0,24.1,0.05,75,1.0,2024,8,242,3,-0.8528367217694595,-0.522177676659508
2024-08-30 13:15:00+00:00,London,United Kingdom,51.52,-0.11,21.1,21.1,46,1023.0,13.0,0.0,0,5.0,2024,8,243,4,-0.8616928164028521,-0.5074302810827519
2024-08-30 21:15:00+00:00,Tokyo,Japan,35.69,139.69,27.3,32.1,94,1005.0,9.0,0.01,75,1.0,2024,8,243,4,-0.8616928164028521,-0.5074302810827519
2024-08-31 13:00:00+00:00,London,United Kingdom,51.52,-0.11,19.3,19.3,68,1022.0,28.1,0.0,50,6.0,2024,8,244,5,-0.8702939222685674,-0.49253272872205434
2024-08-31 21:00:00+00:00,Tokyo,Japan,35.69,139.69,28.1,32.8,89,1004.0,31.0,0.02,75,1.0,2024,8,244,5,-0.8702939222685674,-0.49253272872205434
2024-09-01 13:00:00+00:00,London,United Kingdom,51.52,-0.11,24.4,25.7,65,1013.0,16.9,0.0,0,7.0,2024,9,245,6,-0.8786374941610001,-0.4774894280028391
2024-09-01 21:00:00+00:00,Tokyo,Japan,35.69,139.69,27.0,30.3,94,1009.0,19.1,0.0,75,1.0,2024,9,245,6,-0.8786374941610001,-0.4774894280028391
2024-09-02 13:15:00+00:00,London,United Kingdom,51.52,-0.11,19.1,19.1,88,1011.0,22.0,0.0,50,6.0,2024,9,246,0,-0.886721063082993,-0.46230483047981086
2024-09-02 21:15:00+00:00,Tokyo,Japan,35.69,139.69,29.1,33.6,79,1008.0,29.9,0.05,25,1.0,2024,9,246,0,-0.886721063082993,-0.46230483047981086
2024-09-03 13:15:00+00:00,London,United Kingdom,51.52,-0.11,22.4,24.6,73,1012.0,19.1,0.025,75,5.0,2024,9,247,1,-0.8945422369764496,-0.4469834295196741
2024-09-03 21:15:00+00:00,Tokyo,Japan,35.69,139.69,25.2,26.6,74,1011.0,16.9,0.02,75,1.0,2024,9,247,1,-0.8945422369764496,-0.4469834295196741
2024-09-04 13:00:00+00:00,London,United Kingdom,51.52,-0.11,18.3,18.3,64,1017.0,6.8,0.025,50,5.0,2024,9,248,2,-0.9020987014301838,-0.43152975897147144
2024-09-04 21:00:00+00:00,Tokyo,Japan,35.69,139.69,25.4,27.3,83,1011.0,24.1,0.0,25,1.0,2024,9,248,2,-0.9020987014301838,-0.43152975897147144
2024-09-05 13:00:00+00:00,London,United Kingdom,51.52,-0.11,18.0,18.0,83,1011.0,28.1,0.025,75,5.0,2024,9,249,3,-0.9093882203647925,-0.4159483918249421
2024-09-05 21:00:00+00:00,Tokyo,Japan,35.69,139.69,28.1,31.4,74,1009.0,16.9,0.0,50,1.0,2024,9,249,3,-0.9093882203647925,-0.4159483918249421
2024-09-06 13:15:00+00:00,London,United Kingdom,51.52,-0.11,19.3,19.3,88,1009.0,6.1,0.025,50,4.0,2024,9,250,4,-0.9164086366943458,-0.4002439388573056
2024-09-06 21:15:00+00:00,Tokyo,Japan,35.69,139.69,28.2,30.5,84,1012.0,15.1,0.0,0,1.0,2024,9,250,4,-0.9164086366943458,-0.4002439388573056
2024-09-07 13:00:00+00:00,London,United Kingdom,51.52,-0.11,19.3,19.3,78,1010.0,3.6,0.0,75,6.0,2024,9,251,5,-0.9231578729647039,-0.38442104726885545
2024-09-07 21:00:00+00:00,Tokyo,Japan,35.69,139.69,28.3,31.1,84,1013.0,22.0,0.0,25,1.0,2024,9,251,5,-0.9231578729647039,-0.38442104726885545
2024-09-08 13:15:00+00:00,London,United Kingdom,51.52,-0.11,19.3,19.3,73,1003.0,9.0,0.025,50,4.0,2024,9,252,6,-0.9296339319682695,-0.3684843993077793
2024-09-08 21:15:00+00:00,Tokyo,Japan,35.69,139.69,28.2,30.6,84,1013.0,19.1,0.0,50,1.0,2024,9,252,6,-0.9296339319682695,-0.3684843993077793
2024-09-09 13:30:00+00:00,London,United Kingdom,51.52,-0.11,15.3,15.3,72,1012.0,19.1,0.01,75,4.0,2024,9,253,0,-0.9358348973349941,-0.35243871088460327
2024-09-09 21:30:00+00:00,Tokyo,Japan,35.69,139.69,27.2,29.5,89,1017.0,13.0,0.05,75,1.0,2024,9,253,0,-0.9358348973349941,-0.35243871088460327
2024-09-10 13:30:00+00:00,London,United Kingdom,51.52,-0.11,18.4,18.4,64,1007.0,28.1,0.02,75,4.0,2024,9,254,1,-0.9417589340994617,-0.3362887301766828
2024-09-10 21:30:00+00:00,Tokyo,Japan,35.69,139.69,29.2,34.0,79,1018.0,19.1,0.0,75,1.0,2024,9,254,1,-0.9417589340994617,-0.3362887301766828
2024-09-11 13:15:00+00:00,London,United Kingdom,51.52,-0.11,15.2,15.2,55,1009.0,28.1,0.025,50,3.0,2024,9,255,2,-0.9474042892438845,-0.32003923622313857
2024-09-11 21:15:00+00:00,Tokyo,Japan,35.69,139.69,29.3,33.9,84,1017.0,24.1,0.0,25,1.0,2024,9,255,2,-0.9474042892438845,-0.32003923622313857
2024-09-12 13:15:00+00:00,London,United Kingdom,51.52,-0.11,15.2,15.2,51,1016.0,20.2,0.025,25,3.0,2024,9,256,3,-0.9527692922168511,-0.3036950375106588
2024-09-12 21:15:00+00:00,Tokyo,Japan,35.69,139.69,29.2,33.8,84,1014.0,24.1,0.0,25,1.0,2024,9,256,3,-0.9527692922168511,-0.3036950375106588
2024-09-13 13:30:00+00:00,London,United Kingdom,51.52,-0.11,16.0,16.0,42,1029.0,8.3,0.0,0,5.0,2024,9,257,4,-0.9578523554276669,-0.28726097055059635
2024-09-13 21:30:00+00:00,Tokyo,Japan,35.69,139.69,29.2,32.3,75,1009.0,25.6,0.05,25,1.0,2024,9,257,4,-0.9578523554276669,-0.28726097055059635
2024-09-14 13:30:00+00:00,London,United Kingdom,51.52,-0.11,17.1,17.1,48,1031.0,12.2,0.0,25,5.0,2024,9,258,5,-0.9626519747161487,-0.2707418984477642
2024-09-14 21:30:00+00:00,Tokyo,Japan,35.69,139.69,29.4,33.8,79,1011.0,32.8,0.0,25,1.0,2024,9,258,5,-0.9626519747161487,-0.2707418984477642
2024-09-15 13:00:00+00:00,London,United Kingdom,51.52,-0.11,19.0,19.0,56,1027.0,11.9,0.0,75,5.0,2024,9,259,6,-0.9671667297977312,-0.2541427094613622
2024-09-15 21:00:00+00:00,Tokyo,Japan,35.69,139.69,29.0,32.3,75,1013.0,26.3,0.05,50,1.0,2024,9,259,6,-0.9671667297977312,-0.2541427094613622
2024-09-16 12:15:00+00:00,London,United Kingdom,51.52,-0.11,17.3,17.3,63,1029.0,11.9,0.0,25,5.0,2024,9,260,0,-0.97139528468375,-0.23746831555846842
2024-09-16 20:00:00+00:00,Tokyo,Japan,35.69,139.69,25.1,26.9,89,1019.0,20.5,0.0,75,1.0,2024,9,260,0,-0.97139528468375,-0.23746831555846842
2024-09-17 12:00:00+00:00,London,United Kingdom,51.52,-0.11,17.4,17.4,59,1031.0,16.9,0.0,75,5.0,2024,9,261,1,-0.9753363880767837,-0.22072365096050223
2024-09-17 20:00:00+00:00,Tokyo,Japan,35.69,139.69,29.2,33.8,79,1013.0,21.2,0.0,25,1.0,2024,9,261,1,-0.9753363880767837,-0.22072365096050223
2024-09-18 11:45:00+00:00,London,United Kingdom,51.52,-0.11,19.4,19.4,73,1028.0,19.1,0.0,25,6.0,2024,9,262,2,-0.9789888737409319,-0.20391367068311472
2024-09-18 19:30:00+00:00,Tokyo,Japan,35.69,139.69,30.3,34.3,70,1014.0,5.8,0.05,75,1.0,2024,9,262,2,-0.9789888737409319,-0.20391367068311472
2024-09-19 11:45:00+00:00,London,United Kingdom,51.52,-0.11,20.2,20.2,73,1025.0,20.5,0.0,25,6.0,2024,9,263,3,-0.9823516608469237,-0.1870433490699166
2024-09-19 19:45:00+00:00,Tokyo,Japan,35.69,139.69,27.3,29.5,79,1016.0,4.3,0.0,0,1.0,2024,9,263,3,-0.9823516608469237,-0.1870433490699166
2024-09-20 12:00:00+00:00,London,United Kingdom,51.52,-0.11,19.1,19.1,78,1021.0,22.0,0.0,50,6.0,2024,9,264,4,-0.9854237542919524,-0.17011767832049055
2024-09-20 19:45:00+00:00,Tokyo,Japan,35.69,139.69,32.3,36.1,59,1010.0,7.9,0.0,25,1.0,2024,9,264,4,-0.9854237542919524,-0.17011767832049055
2024-09-21 12:00:00+00:00,London,United Kingdom,51.52,-0.11,20.4,20.4,73,1018.0,14.0,0.025,75,5.0,2024,9,265,5,-0.9882042449941422,-0.15314166701312007
2024-09-21 19:45:00+00:00,Tokyo,Japan,35.69,139.69,28.3,31.9,74,1008.0,10.8,0.0,75,1.0,2024,9,265,5,-0.9882042449941422,-0.15314166701312007
2024-09-22 11:30:00+00:00,London,United Kingdom,51.52,-0.11,18.4,18.4,94,1012.0,11.2,0.025,50,4.0,2024,9,266,6,-0.9906923101615609,-0.13612033862266704
2024-09-22 19:30:00+00:00,Tokyo,Japan,35.69,139.69,27.3,29.2,84,1004.0,9.4,0.05,25,1.0,2024,9,266,6,-0.9906923101615609,-0.13612033862266704
2024-09-23 10:45:00+00:00,London,United Kingdom,51.52,-0.11,16.2,16.2,100,1004.0,16.9,0.025,100,4.0,2024,9,267,0,-0.9928872135356962,-0.11905873003404988
2024-09-23 18:45:00+00:00,Tokyo,Japan,35.69,139.69,23.4,25.1,73,1015.0,26.6,0.02,25,1.0,2024,9,267,0,-0.9928872135356962,-0.11905873003404988
2024-09-24 10:45:00+00:00,London,United Kingdom,51.52,-0.11,15.3,15.3,88,1003.0,10.1,0.02,75,3.0,2024,9,268,1,-0.994788305609327,-0.10196189005174576
2024-09-24 18:45:00+00:00,Tokyo,Japan,35.69,139.69,22.4,24.5,73,1019.0,25.6,0.0,25,1.0,2024,9,268,1,-0.994788305609327,-0.10196189005174576
2024-09-25 10:30:00+00:00,London,United Kingdom,51.52,-0.11,12.1,11.6,94,1000.0,7.2,0.01,75,3.0,2024,9,269,2,-0.9963950238187231,-0.08483487790576538
2024-09-25 18:30:00+00:00,Tokyo,Japan,35.69,139.69,22.3,24.7,88,1014.0,26.6,0.01,75,1.0,2024,9,269,2,-0.9963950238187231,-0.08483487790576538
2024-09-26 10:45:00+00:00,London,United Kingdom,51.52,-0.11,17.3,17.3,77,990.5,20.5,0.025,50,4.0,2024,9,270,3,-0.9977068927101168,-0.06768276175455162
2024-09-26 18:30:00+00:00,Tokyo,Japan,35.69,139.69,26.1,27.7,79,1013.0,13.3,0.05,25,1.0,2024,9,270,3,-0.9977068927101168,-0.06768276175455162
2024-09-27 11:00:00+00:00,London,United Kingdom,51.52,-0.11,8.3,4.8,93,997.0,24.1,0.01,75,3.0,2024,9,271,4,-0.9987235240803972,-0.05051061718522288
2024-09-27 19:00:00+00:00,Tokyo,Japan,35.69,139.69,24.0,26.1,94,1011.0,11.5,0.0,75,1.0,2024,9,271,4,-0.9987235240803972,-0.05051061718522288
2024-09-28 11:00:00+00:00,London,United Kingdom,51.52,-0.11,11.2,9.6,71,1023.0,13.3,0.0,25,4.0,2024,9,272,5,-0.9994446170919858,-0.033323525711631344
2024-09-28 19:00:00+00:00,Tokyo,Japan,35.69,139.69,24.0,25.6,78,1016.0,17.3,0.01,75,1.0,2024,9,272,5,-0.9994446170919858,-0.033323525711631344
2024-09-29 10:30:00+00:00,London,United Kingdom,51.52,-0.11,11.4,9.5,71,1023.0,16.6,0.0,0,3.0,2024,9,273,6,-0.9998699583618592,-0.016126573270657762
2024-09-29 18:30:00+00:00,Tokyo,Japan,35.69,139.69,23.2,25.1,83,1019.0,16.9,0.01,75,1.0,2024,9,273,6,-0.9998699583618592,-0.016126573270657762
2024-09-30 10:30:00+00:00,London,United Kingdom,51.52,-0.11,16.0,16.0,94,999.0,11.9,0.025,50,3.0,2024,9,274,0,-0.9999994220246925,0.001075151282798226
2024-09-30 18:30:00+00:00,Tokyo,Japan,35.69,139.69,24.4,25.6,74,1015.0,17.3,0.0,75,1.0,2024,9,274,0,-0.9999994220246925,0.001075151282798226
2024-10-01 11:00:00+00:00,London,United Kingdom,51.52,-0.11,11.3,9.1,87,1008.0,18.7,0.025,75,3.0,2024,10,275,1,-0.999832969770105,0.018276557681691223
2024-10-01 18:45:00+00:00,Tokyo,Japan,35.69,139.69,26.2,29.4,74,1005.0,33.8,0.05,0,1.0,2024,10,275,1,-0.999832969770105,0.018276557681691223
2024-10-02 10:30:00+00:00,London,United Kingdom,51.52,-0.11,15.1,15.1,88,1013.0,15.8,0.025,75,3.0,2024,10,276,2,-0.9993706508539969,0.035472555753125565
2024-10-02 18:30:00+00:00,Tokyo,Japan,35.69,139.69,27.1,29.3,79,1011.0,28.1,0.0,25,1.0,2024,10,276,2,-0.9993706508539969,0.035472555753125565
2024-10-03 10:30:00+00:00,London,United Kingdom,51.5171,-0.1062,12.2,10.9,77,1022.0,13.0,0.025,50,3.0,2024,10,277,3,-0.9986126020839734,0.052658056924614005
2024-10-03 18:30:00+00:00,Tokyo,Japan,35.6895,139.6917,23.1,25.1,89,1019.0,24.8,0.05,75,1.0,2024,10,277,3,-0.9986126020839734,0.052658056924614005
2024-10-04 10:45:00+00:00,London,United Kingdom,51.5171,-0.1062,13.3,13.1,72,1022.0,6.8,0.0,25,4.0,2024,10,278,4,-0.9975590477788613,0.0698279757298709
2024-10-04 18:45:00+00:00,Tokyo,Japan,35.6895,139.6917,27.1,28.9,79,1018.0,11.5,0.05,50,1.0,2024,10,278,4,-0.9975590477788613,0.0698279757298709
2024-10-05 10:45:00+00:00,London,United Kingdom,51.5171,-0.1062,14.4,13.4,82,1016.0,14.0,0.0,25,4.0,2024,10,279,5,-0.9962102997023297,0.08697723131368611
2024-10-05 18:30:00+00:00,Tokyo,Japan,35.6895,139.6917,21.1,21.1,94,1022.0,17.6,0.05,75,1.0,2024,10,279,5,-0.9962102997023297,0.08697723131368611
2024-10-06 10:15:00+00:00,London,United Kingdom,51.5171,-0.1062,13.3,11.7,82,1002.0,18.4,0.0,0,5.0,2024,10,280,6,-0.9945667569706337,0.1041007489354256
2024-10-06 18:15:00+00:00,Tokyo,Japan,35.6895,139.6917,23.0,25.0,89,1018.0,11.5,0.01,75,1.0,2024,10,280,6,-0.9945667569706337,0.1041007489354256
2024-10-07 10:45:00+00:00,London,United Kingdom,51.5171,-0.1062,16.1,16.1,82,999.0,18.0,0.025,75,4.0,2024,10,281,0,-0.9926289059345095,0.12119346147073601
2024-10-07 18:45:00+00:00,Tokyo,Japan,35.6895,139.6917,28.1,30.5,66,1007.0,23.8,0.0,50,1.0,2024,10,281,0,-0.9926289059345095,0.12119346147073601
2024-10-08 10:45:00+00:00,London,United Kingdom,51.5171,-0.1062,14.1,12.8,100,993.0,17.3,0.025,50,4.0,2024,10,282,1,-0.9903973200352558,0.1382503109109819
2024-10-08 18:45:00+00:00,Tokyo,Japan,35.6895,139.6917,17.0,17.0,94,1013.0,22.7,0.05,75,1.0,2024,10,282,1,-0.9903973200352558,0.1382503109109819
2024-10-09 10:45:00+00:00,London,United Kingdom,51.5171,-0.1062,14.3,14.0,88,990.5,8.6,0.025,50,1.2,2024,10,283,2,-0.9878726596350429,0.1552662498599956
2024-10-09 18:45:00+00:00,Tokyo,Japan,35.6895,139.6917,19.2,19.2,73,1011.0,21.6,0.01,75,0.0,2024,10,283,2,-0.9878726596350429,0.1552662498599956
2024-10-10 10:45:00+00:00,London,United Kingdom,51.5171,-0.1062,9.2,6.9,81,1005.0,15.5,0.0,0,0.7,2024,10,284,3,-0.9850556718215013,0.172236243027682
2024-10-10 18:45:00+00:00,Tokyo,Japan,35.6895,139.6917,20.2,20.2,73,1012.0,22.7,0.0,25,0.0,2024,10,284,3,-0.9850556718215013,0.172236243027682
2024-10-11 10:45:00+00:00,London,United Kingdom,51.5171,-0.1062,8.2,8.3,71,1018.0,3.6,0.0,0,0.7,2024,10,285,4,-0.981947190186646,0.18915526872004093
2024-10-11 18:45:00+00:00,Tokyo,Japan,35.6895,139.6917,21.4,21.4,78,1017.0,15.5,0.0,0,0.0,2024,10,285,4,-0.981947190186646,0.18915526872004093
2024-10-12 10:45:00+00:00,London,United Kingdom,51.5171,-0.1062,12.0,10.6,77,1007.0,13.3,0.025,50,0.5,2024,10,286,5,-0.9785481345802031,0.2060183203251708
2024-10-12 18:45:00+00:00,Tokyo,Japan,35.6895,139.6917,22.0,24.5,73,1022.0,18.0,0.02,25,0.0,2024,10,286,5,-0.9785481345802031,0.2060183203251708
2024-10-13 10:30:00+00:00,London,United Kingdom,51.5171,-0.1062,8.0,5.8,76,1019.0,12.6,0.0,0,0.5,2024,10,287,6,-0.9748595108374125,0.22282040779479959
2024-10-13 18:30:00+00:00,Tokyo,Japan,35.6895,139.6917,23.1,24.9,61,1023.0,22.7,0.0,25,0.0,2024,10,287,6,-0.9748595108374125,0.22282040779479959
2024-10-14 10:30:00+00:00,London,United Kingdom,51.5171,-0.1062,10.2,7.8,94,1013.0,18.7,0.025,50,0.2,2024,10,288,0,-0.9708824104813836,0.23955655912092708
2024-10-14 18:30:00+00:00,Tokyo,Japan,35.6895,139.6917,22.3,24.7,83,1024.0,21.6,0.0,75,0.0,2024,10,288,0,-0.9708824104813836,0.23955655912092708
2024-10-15 10:30:00+00:00,London,United Kingdom,51.5171,-0.1062,14.2,13.7,88,1015.0,9.4,0.0,100,0.4,2024,10,289,1,-0.9666180104000972,0.2562218218071163
2024-10-15 18:30:00+00:00,Tokyo,Japan,35.6895,139.6917,25.4,26.6,54,1021.0,19.8,0.0,25,0.0,2024,10,289,1,-0.9666180104000972,0.2562218218071163
2024-10-16 10:30:00+00:00,London,United Kingdom,51.5171,-0.1062,17.2,17.2,88,1002.0,17.3,0.025,100,0.5,2024,10,290,2,-0.9620675724981452,0.27281126433401914
2024-10-16 18:30:00+00:00,Tokyo,Japan,35.6895,139.6917,25.2,26.0,74,1020.0,5.8,0.0,75,0.0,2024,10,290,2,-0.9620675724981452,0.27281126433401914
2024-10-17 10:30:00+00:00,London,United Kingdom,51.5171,-0.1062,15.2,15.2,82,1009.0,11.9,0.0,50,0.6,2024,10,291,3,-0.9572324433233119,0.28931997761869527
2024-10-17 18:30:00+00:00,Tokyo,Japan,35.6895,139.6917,23.0,24.9,83,1022.0,19.8,0.0,75,0.0,2024,10,291,3,-0.9572324433233119,0.28931997761869527
2024-10-18 10:45:00+00:00,London,United Kingdom,51.5171,-0.1062,13.4,12.8,88,1016.0,9.0,0.0,25,0.6,2024,10,292,4,-0.9521140536681102,0.30574307646728316
2024-10-18 18:30:00+00:00,Tokyo,Japan,35.6895,139.6917,23.2,25.2,94,1020.0,10.8,0.01,75,0.0,2024,10,292,4,-0.9521140536681102,0.30574307646728316
2024-10-19 10:30:00+00:00,London,United Kingdom,51.5171,-0.1062,14.2,13.3,94,1009.0,13.3,0.025,50,0.0,2024,10,293,5,-0.9467139181463862,0.3220757010206104
2024-10-19 18:30:00+00:00,Tokyo,Japan,35.6895,139.6917,27.1,29.1,70,1008.0,9.7,0.05,75,0.0,2024,10,293,5,-0.9467139181463862,0.3220757010206104
2024-10-20 10:30:00+00:00,London,United Kingdom,51.5171,-0.1062,14.2,12.2,94,1008.0,27.0,0.025,75,0.1,2024,10,294,6,-0.9410336347451197,0.3383130181923076
2024-10-20 18:30:00+00:00,Tokyo,Japan,35.6895,139.6917,17.3,17.3,63,1029.5,28.8,0.0,25,0.0,2024,10,294,6,-0.9410336347451197,0.3383130181923076
2024-10-21 10:15:00+00:00,London,United Kingdom,51.5171,-0.1062,13.3,12.1,82,1020.0,13.7,0.0,0,0.4,2024,10,295,0,-0.9350748843515574,0.3544502230989869
2024-10-21 18:15:00+00:00,Tokyo,Japan,35.6895,139.6917,19.1,19.1,64,1029.5,14.8,0.0,0,0.0,2024,10,295,0,-0.9350748843515574,0.3544502230989869
2024-10-22 10:15:00+00:00,London,United Kingdom,51.5171,-0.1062,13.4,12.0,77,1028.0,16.2,0.0,0,0.5,2024,10,296,1,-0.9288394302558068,0.37048254048209633
2024-10-22 18:15:00+00:00,Tokyo,Japan,35.6895,139.6917,22.1,24.6,83,1022.0,7.9,0.05,75,0.0,2024,10,296,1,-0.9288394302558068,0.37048254048209633
2024-10-23 10:30:00+00:00,London,United Kingdom,51.5171,-0.1062,14.3,13.7,88,1032.0,10.8,0.0,75,0.5,2024,10,297,2,-0.9223291176290545,0.3864052261209853
2024-10-23 18:15:00+00:00,Tokyo,Japan,35.6895,139.6917,25.4,27.4,89,1012.0,27.0,0.0,75,0.0,2024,10,297,2,-0.9223291176290545,0.3864052261209853
2024-10-24 10:15:00+00:00,London,United Kingdom,51.5171,-0.1062,12.2,10.5,100,1021.0,16.6,0.0,25,0.5,2024,10,298,3,-0.9155458729775467,0.4022135682368037
2024-10-24 18:15:00+00:00,Tokyo,Japan,35.6895,139.6917,23.4,25.2,78,1017.0,17.6,0.0,75,0.0,2024,10,298,3,-0.9155458729775467,0.4022135682368037
2024-10-25 10:15:00+00:00,London,United Kingdom,51.5171,-0.1062,14.2,13.6,94,1013.0,10.8,0.025,75,0.4,2024,10,299,4,-0.9084917035725082,0.41790288888678667
2024-10-25 18:15:00+00:00,Tokyo,Japan,35.6895,139.6917,21.1,21.1,73,1025.0,20.2,0.0,75,0.0,2024,10,299,4,-0.9084917035725082,0.41790288888678667
2024-10-26 10:15:00+00:00,London,United Kingdom,51.5171,-0.1062,11.2,9.9,100,1016.0,10.8,0.0,75,4.0,2024,10,300,5,-0.9011686968561569,0.4334685453485363
2024-10-26 18:15:00+00:00,Tokyo,Japan,35.6895,139.6917,21.3,21.3,78,1020.0,14.0,0.0,75,1.0,2024,10,300,5,-0.9011686968561569,0.4334685453485363
2024-10-27 09:15:00+00:00,London,United Kingdom,51.5171,-0.1062,9.1,7.7,100,1022.0,9.4,0.0,25,0.5,2024,10,301,6,-0.8935790198239952,0.4489059314938798
2024-10-27 18:15:00+00:00,Tokyo,Japan,35.6895,139.6917,22.2,24.6,83,1011.0,18.4,0.05,75,0.0,2024,10,301,6,-0.8935790198239952,0.4489059314938798
2024-10-28 09:15:00+00:00,London,United Kingdom,51.5171,-0.1062,14.4,13.3,82,1021.0,15.5,0.0,25,0.4,2024,10,302,0,-0.8857249183835637,0.4642104791518923
2024-10-28 18:15:00+00:00,Tokyo,Japan,35.6895,139.6917,21.3,21.3,69,1010.0,7.9,0.01,75,0.0,2024,10,302,0,-0.8857249183835637,0.4642104791518923
2024-10-29 09:00:00+00:00,London,United Kingdom,51.5171,-0.1062,13.1,13.0,100,1024.0,6.1,0.0,75,0.2,2024,10,303,1,-0.8776087166898392,0.47937765946069455
2024-10-29 18:00:00+00:00,Tokyo,Japan,35.6895,139.6917,15.7,15.7,73,1022.0,19.8,0.05,100,0.0,2024,10,303,1,-0.8776087166898392,0.47937765946069455
2024-10-30 09:00:00+00:00,London,United Kingdom,51.5171,-0.1062,12.3,12.4,88,1029.0,5.0,0.0,25,0.4,2024,10,304,2,-0.8692328164574792,0.49440298420761813
2024-10-30 18:00:00+00:00,Tokyo,Japan,35.6895,139.6917,20.4,20.4,61,1015.0,14.8,0.0,32,0.0,2024,10,304,2,-0.8692328164574792,0.49440298420761813
2024-10-31 09:00:00+00:00,London,United Kingdom,51.5171,-0.1062,11.3,11.7,87,1028.0,3.6,0.0,100,0.4,2024,10,305,3,-0.8605996962501181,0.5092820071573356
2024-10-31 18:00:00+00:00,Tokyo,Japan,35.6895,139.6917,19.7,19.7,50,1026.0,15.5,0.0,94,0.0,2024,10,305,3,-0.8605996962501181,0.5092820071573356
2024-11-01 09:15:00+00:00,London,United Kingdom,51.5171,-0.1062,12.1,11.4,82,1024.0,8.3,0.0,100,4.0,2024,11,306,4,-0.8517119107469189,0.5240103253675755
2024-11-01 18:15:00+00:00,Tokyo,Japan,35.6895,139.6917,20.2,20.2,83,1022.0,10.1,0.02,75,1.0,2024,11,306,4,-0.8517119107469189,0.5240103253675755
2024-11-02 09:15:00+00:00,London,United Kingdom,51.5171,-0.1062,12.3,11.9,94,1031.0,7.2,0.0,75,0.1,2024,11,307,5,-0.8425720899866032,0.538583580492023
2024-11-02 18:15:00+00:00,Tokyo,Japan,35.6895,139.6917,18.1,18.1,94,1007.0,37.1,0.05,75,0.0,2024,11,307,5,-0.8425720899866032,0.538583580492023
2024-11-03 09:15:00+00:00,London,United Kingdom,51.5171,-0.1062,12.0,10.9,77,1029.0,10.8,0.0,100,0.4,2024,11,308,6,-0.8331829385891785,0.5529974600700271
2024-11-03 18:00:00+00:00,Tokyo,Japan,35.6895,139.6917,19.7,19.7,42,1021.0,18.0,0.0,0,0.0,2024,11,308,6,-0.8331829385891785,0.5529974600700271
